customer_id,age,gender,location,income,registration_date,purchase_date,product_category,brand,price,quantity,revenue,purchase_frequency,avg_order_value,customer_lifespan
CUST_00670,36,Male,San Diego,42733,2023-08-26,2025-04-17,Toys,Brand H,53.2,4,212.78,5,208.5,2.08
CUST_00671,,Female,Los Angeles,99032,2025-08-06,2025-09-09,Electronics,Brand F,176.83,4,707.33,4,616.86,0.13
CUST_00672,43,Female,Columbus,32814,2024-07-30,2024-12-14,Home & Garden,Brand F,77.21,4,308.82,7,344.58,1.15
CUST_00673,34,Male,Charlotte,75143,2024-12-30,2025-04-15,Clothing,Brand C,70.8,2,141.59,3,137.64,0.73
CUST_00674,34,Female,Columbus,36226,2023-10-25,2025-07-07,Electronics,Brand A,224.7,2,449.4,4,385.2,1.91
CUST_00675,18,Female,Columbus,29495,2022-12-25,2023-04-25,Toys,Brand A,42.93,3,128.8,5,107.21,2.75
CUST_00676,,Male,San Francisco,23571,2025-07-13,2025-08-24,Automotive,Brand B,181.17,3,543.52,2,539.54,0.2
CUST_00677,37,Female,San Antonio,24408,2024-03-18,2024-03-22,Clothing,Brand B,37.23,2,74.46,3,87.16,1.52
CUST_00678,25,Female,New York,68495,2023-05-21,2024-01-17,Clothing,Brand G,45.68,3,137.05,8,162.6,2.34
CUST_00679,23,Male,San Diego,21758,2023-02-25,2024-10-12,Beauty,Brand A,16.37,2,32.74,3,29.43,2.58
CUST_00680,41,Male,Houston,24339,2024-12-14,2025-01-14,Electronics,Brand G,198.92,6,1193.55,3,1199.32,0.77
CUST_00681,30,Female,Charlotte,91618,2023-05-09,2023-10-21,Automotive,Brand C,180.91,1,180.91,5,166.85,2.38
CUST_00682,30,Male,San Diego,51178,2025-04-04,2025-08-11,Beauty,Brand F,17.29,2,34.59,3,31.56,0.47
CUST_00683,43,Male,Indianapolis,58061,2024-06-29,2025-03-21,Clothing,Brand D,66.4,4,265.6,4,225.53,1.23
CUST_00684,,Female,Denver,20000,2024-06-27,2025-03-12,Home & Garden,Brand A,87.19,2,174.38,8,151.58,1.24
CUST_00685,18,Female,San Antonio,63857,2024-10-07,2025-07-28,Electronics,Brand G,178.21,4,712.82,5,576.79,0.96
CUST_00686,44,Male,San Diego,28059,2024-07-04,2024-11-07,Electronics,Brand C,215.2,3,645.59,4,715.11,1.22
CUST_00687,18,Female,Los Angeles,38168,2023-01-04,2023-05-30,Electronics,Brand C,224.87,2,449.74,2,511.39,2.72
CUST_00688,19,Male,Houston,39417,2024-08-07,2025-02-18,Toys,Brand D,31.09,5,155.44,3,173.5,1.13
CUST_00689,32,Female,San Jose,43299,2023-06-26,2024-05-25,Home & Garden,Brand G,78.16,3,234.49,5,231.06,2.25
CUST_00690,42,Male,Dallas,27161,2024-06-07,2025-04-28,Home & Garden,Brand F,55.92,2,111.84,1,96.31,1.3
CUST_00691,20,Female,New York,79314,2023-11-17,2024-08-21,Books,Brand F,20.96,6,125.73,6,128.02,1.85
CUST_00692,,Male,Denver,66861,2023-11-06,2025-06-24,Beauty,Brand H,45.65,2,91.3,6,79.55,1.88
CUST_00693,34,Female,Fort Worth,21197,2023-03-11,2024-10-21,Books,Brand H,13.5,3,40.51,3,37.31,2.54
CUST_00694,38,Male,New York,35256,2024-07-06,2024-10-26,Home & Garden,Brand E,61.39,2,122.77,4,122.48,1.22
CUST_00695,29,,San Francisco,42588,2022-09-28,2025-07-08,Toys,Brand D,43.96,2,87.93,4,104.56,2.99
CUST_00696,,Male,Dallas,40797,2024-05-15,2025-02-10,Home & Garden,Brand B,71.8,2,143.59,2,155.8,1.36
CUST_00697,33,Male,Jacksonville,38895,2024-07-01,2025-08-20,Automotive,Brand F,133.45,2,266.9,2,247.17,1.23
CUST_00698,44,Male,Indianapolis,46254,2023-12-26,2025-07-19,Automotive,Brand A,148.1,4,592.38,5,508.72,1.74
CUST_00699,24,Male,Fort Worth,23093,2023-05-25,2025-09-21,Home & Garden,Brand D,95.41,2,190.81,2,171.72,2.33
CUST_00700,30,Female,Chicago,133370,2024-02-26,2024-06-18,Electronics,Brand F,330.13,1,330.13,3,382.25,1.57
CUST_00701,19,Female,Charlotte,37041,2025-03-02,2025-03-08,Sports,Brand A,89.39,1,89.39,4,102.11,0.56
CUST_00702,37,Male,Fort Worth,40426,2023-09-14,2025-01-14,Automotive,Brand H,145.66,4,582.65,4,582.69,2.03
CUST_00703,28,Female,Dallas,27855,2022-12-22,2025-08-12,Sports,Brand C,148.18,4,592.71,2,530.1,2.75
CUST_00704,40,,Denver,93617,2024-02-03,2025-01-10,Clothing,Brand H,54.88,5,274.41,7,295.3,1.64
CUST_00705,47,,Indianapolis,29748,2023-10-31,2024-11-09,Automotive,Brand B,136.47,5,682.37,3,584.97,1.9
CUST_00706,29,,Charlotte,20000,2025-08-07,2025-08-14,Automotive,Brand F,135.9,1,135.9,2,122.82,0.13
CUST_00707,39,Female,San Jose,64859,2023-05-26,2023-07-12,Electronics,Brand C,222.83,7,1559.82,1,1831.64,2.33
CUST_00708,43,Female,Dallas,44160,2025-08-22,2025-09-13,Toys,Brand C,45.02,3,135.07,3,140.78,0.09
CUST_00709,37,Male,Austin,56101,2025-01-27,2025-03-08,Electronics,Brand G,183.61,4,734.44,6,866.96,0.65
CUST_00710,51,Male,Jacksonville,53038,2025-01-21,2025-04-08,Toys,Brand H,51.83,3,155.5,2,135.03,0.67
CUST_00711,31,Female,San Jose,46130,2022-11-08,2025-06-15,Books,Brand C,14.96,4,59.85,5,50.62,2.87
CUST_00712,46,,Columbus,49146,2024-01-08,2025-03-02,Toys,Brand B,36.64,4,146.55,3,168.9,1.71
CUST_00713,,Male,Columbus,42429,2025-02-18,2025-05-31,Toys,Brand B,42.22,3,126.65,5,127.87,0.59
CUST_00714,30,Female,Austin,39819,2024-02-19,2025-05-10,Clothing,Brand D,59.15,2,118.3,8,118.11,1.59
CUST_00715,50,Other,San Francisco,20000,2024-07-23,2025-01-30,Toys,Brand A,53.63,3,160.89,6,162.53,1.17
CUST_00716,56,Female,Philadelphia,20000,2023-08-28,2025-05-22,Toys,Brand E,64.32,4,257.28,3,232.89,2.07
CUST_00717,22,Male,San Diego,69090,2024-05-02,2025-08-26,Books,Brand C,14.56,1,14.56,6,15.09,1.39
CUST_00718,18,Female,Seattle,24633,2023-02-20,2024-01-07,Books,Brand H,27.75,3,83.26,2,92.18,2.59
CUST_00719,25,Female,Los Angeles,78338,2024-04-12,2025-02-14,Books,Brand G,11.99,4,47.97,5,43.68,1.45
CUST_00720,18,Female,Fort Worth,48924,2024-02-21,2025-08-09,Clothing,Brand F,35.75,6,214.49,7,218.13,1.59
CUST_00721,49,Male,Jacksonville,,2024-10-08,2025-05-23,Sports,Brand D,66.45,2,132.9,6,148.41,0.96
CUST_00722,36,Female,San Jose,59687,2023-07-18,2023-10-01,Toys,Brand B,36.96,2,73.93,6,83.01,2.18
CUST_00723,20,Female,Jacksonville,28379,2025-06-12,2025-06-26,Electronics,Brand F,280.93,2,561.87,9,464.38,0.28
CUST_00724,20,Female,San Diego,20000,2023-06-20,2023-12-17,Beauty,Brand A,16.75,5,83.74,4,69.06,2.26
CUST_00725,50,Male,Jacksonville,,2024-08-17,2024-12-21,Automotive,Brand C,116.76,3,350.27,5,360.17,1.1
CUST_00726,27,Other,Fort Worth,27043,2025-05-07,2025-06-28,Automotive,Brand E,55.59,5,277.97,2,275.71,0.38
CUST_00727,18,Female,Fort Worth,103972,2023-09-16,2025-04-09,Electronics,Brand E,156.89,2,313.78,5,274.78,2.02
CUST_00728,53,Male,San Francisco,38323,2023-08-28,2025-05-17,Beauty,Brand F,26.22,1,26.22,3,30.47,2.07
CUST_00729,40,Female,Indianapolis,45450,2024-10-17,2025-03-16,Toys,Brand A,37.39,4,149.56,4,139.9,0.93
CUST_00730,51,Male,Phoenix,49112,2025-02-11,2025-08-17,Automotive,Brand H,178.26,4,713.05,7,734.58,0.61
CUST_00731,24,Male,San Diego,86859,2023-09-04,2023-09-25,Clothing,Brand A,57.79,2,115.57,4,95.86,2.05
CUST_00732,29,Male,Columbus,23385,2023-03-17,2024-03-03,Home & Garden,Brand F,64.24,1,64.24,3,62.26,2.52
CUST_00733,,Male,,49241,2024-08-24,2025-07-30,Clothing,Brand G,56.47,3,169.42,5,174.59,1.08
CUST_00734,32,Male,Austin,24171,2023-10-26,2025-08-21,Clothing,Brand F,38.76,6,232.54,3,274.59,1.91
CUST_00735,62,Male,Jacksonville,40281,2025-03-14,2025-06-16,Electronics,Brand D,160.64,6,963.83,4,919.44,0.53
CUST_00736,48,Male,Los Angeles,20000,2023-02-28,2025-03-17,Books,Brand E,14.84,3,44.52,5,49.75,2.57
CUST_00737,18,,Philadelphia,45511,2024-11-07,2025-05-30,Clothing,Brand F,33.63,4,134.51,7,160.91,0.88
CUST_00738,31,Female,Columbus,45249,2024-02-04,2025-03-23,Automotive,Brand A,198.39,2,396.78,3,419.92,1.63
CUST_00739,46,,Philadelphia,64314,2024-12-04,2025-05-14,Electronics,Brand C,235.06,1,235.06,6,192.97,0.8
CUST_00740,23,Male,Fort Worth,62555,2024-01-18,2025-03-26,Electronics,Brand A,89.02,3,267.07,4,232.92,1.68
CUST_00741,,Female,Seattle,63030,2023-01-02,2025-04-16,Clothing,Brand G,32.37,3,97.11,4,103.7,2.72
CUST_00742,26,Female,Los Angeles,62229,2024-10-09,2025-03-14,Automotive,Brand D,158.01,3,474.03,5,543.07,0.96
CUST_00743,33,Male,Indianapolis,22345,2024-02-25,2024-06-07,Electronics,Brand H,199.21,6,1195.25,4,1013.52,1.58
CUST_00744,55,Female,San Jose,25857,2023-07-22,2024-07-02,Home & Garden,Brand D,75.12,3,225.36,6,191.62,2.17
CUST_00745,18,Other,Houston,20031,2024-02-21,2024-09-16,Home & Garden,Brand H,88.45,2,176.9,3,156.4,1.59
CUST_00746,53,Female,Chicago,20000,2023-08-28,2025-02-26,Automotive,Brand F,178.76,1,178.76,1,144.23,2.07
CUST_00747,22,Female,Boston,38658,2024-12-27,2025-05-30,Books,Brand F,20.07,1,20.07,7,16.44,0.74
CUST_00748,36,Female,Denver,45509,2025-08-17,2025-09-21,Clothing,Brand E,32.28,3,96.85,5,84.81,0.1
CUST_00749,35,Male,New York,27983,2023-12-29,2024-06-27,Beauty,Brand B,19.75,3,59.26,6,49.16,1.74
CUST_00750,51,Female,Seattle,52387,2024-05-03,2024-12-17,Automotive,Brand A,118.67,7,830.72,9,925.62,1.39
CUST_00751,34,Male,New York,41854,2022-11-28,2025-06-17,Books,Brand H,11.17,1,11.17,3,9.98,2.82
CUST_00752,41,Female,Jacksonville,42066,2023-10-14,2025-02-23,Automotive,Brand G,82.36,1,82.36,6,74.73,1.94
CUST_00753,44,Male,San Diego,47110,2025-07-14,2025-09-03,Home & Garden,Brand B,60.66,2,121.32,5,121.94,0.19
CUST_00754,33,Male,Denver,57104,2023-08-17,2024-11-25,Toys,Brand H,28.68,4,114.71,5,134.09,2.1
CUST_00755,52,Female,San Diego,20000,2025-02-04,2025-02-22,Automotive,Brand D,63.77,5,318.86,4,348.69,0.63
CUST_00756,22,Male,San Diego,59892,2024-05-10,2025-04-14,Home & Garden,Brand G,83.56,1,83.56,3,93.29,1.37
CUST_00757,42,,Indianapolis,41276,2025-06-19,2025-09-14,Books,Brand A,13.69,5,68.44,5,63.67,0.26
CUST_00758,46,Female,New York,36256,2023-07-13,2024-09-08,Automotive,Brand B,160.03,2,320.07,5,293.67,2.2
CUST_00759,43,Male,San Jose,46782,2024-02-16,2024-04-30,Beauty,Brand A,31.81,3,95.42,5,107.45,1.6
CUST_00760,30,Female,Jacksonville,20000,2024-01-29,2024-05-27,Books,Brand H,14.97,2,29.94,5,31.01,1.65
CUST_00761,52,Female,Charlotte,42032,2024-11-30,2025-03-23,Beauty,Brand D,28.59,3,85.77,5,95.98,0.81
CUST_00762,28,Male,Los Angeles,50765,2023-06-13,2024-07-06,Toys,Brand G,43.05,3,129.14,2,141.76,2.28
CUST_00763,18,Male,New York,34729,2023-01-12,2025-07-08,Home & Garden,Brand E,104.79,3,314.38,5,274.65,2.7
CUST_00764,24,Female,New York,33967,2024-09-27,2025-06-18,Home & Garden,Brand A,102.54,1,102.54,4,108.03,0.99
CUST_00765,27,Male,Charlotte,39360,2023-11-22,2025-05-06,Toys,Brand C,30.66,5,153.28,5,157.18,1.84
CUST_00766,42,Female,San Jose,45590,2025-02-04,2025-08-02,Electronics,Brand B,87.34,3,262.03,6,248.1,0.63
CUST_00767,30,Female,Denver,49147,2023-06-07,2023-06-08,Automotive,Brand G,43.98,3,131.95,5,106.93,2.3
CUST_00768,,Other,New York,26745,2023-04-16,2025-07-18,Books,Brand A,10,1,10,6,10.48,2.44
CUST_00769,28,Female,Los Angeles,58010,2024-12-02,2025-05-03,Toys,Brand H,49.41,3,148.22,3,159.02,0.81
CUST_00770,44,Female,Dallas,45595,2024-11-21,2025-03-21,Electronics,Brand B,246.36,1,246.36,3,201.46,0.84
CUST_00771,51,Male,Denver,24644,2024-07-12,2025-07-30,Electronics,Brand F,307.07,2,614.15,6,554.47,1.2
CUST_00772,33,Female,Columbus,45533,2024-03-04,2024-03-13,Sports,Brand C,106.91,1,106.91,1,105.06,1.56
CUST_00773,,Male,Denver,58765,2023-11-26,2025-07-10,Automotive,Brand F,186.66,5,933.29,3,1034.62,1.83
CUST_00774,31,Female,Columbus,32381,2025-07-06,2025-07-16,Automotive,Brand A,134.63,3,403.89,5,369.18,0.22
CUST_00775,39,Male,Boston,52642,2023-11-07,2024-07-26,Beauty,Brand C,21.31,2,42.62,3,35.0,1.88
CUST_00776,33,Male,Denver,42560,2024-12-28,2025-02-20,Automotive,Brand E,156.99,5,784.93,4,844.19,0.74
CUST_00777,32,Female,Dallas,20000,2023-11-26,2025-09-06,Electronics,Brand A,351.26,3,1053.79,3,969.46,1.83
CUST_00778,51,Male,Houston,72596,2025-05-09,2025-07-08,Clothing,Brand G,45.73,1,45.73,1,53.18,0.38
CUST_00779,25,Female,San Diego,20000,2023-06-04,2025-06-06,Sports,Brand A,85.18,2,170.36,4,147.42,2.31
CUST_00780,49,Male,Dallas,56578,2022-12-12,2025-06-23,Clothing,Brand B,63.39,3,190.16,2,199.73,2.78
CUST_00781,34,Female,Chicago,33778,2024-03-08,2025-03-19,Books,Brand D,16.51,3,49.52,1,57.03,1.54
CUST_00782,37,Female,Chicago,34760,2023-11-07,2025-02-26,Electronics,Brand B,186.02,2,372.03,4,385.33,1.88
CUST_00783,33,Female,San Antonio,99854,2023-01-25,2024-02-25,Books,Brand C,11.07,5,55.36,5,52.29,2.66
CUST_00784,29,Female,Phoenix,36680,2024-10-01,2025-03-15,Sports,Brand F,122.61,2,245.22,8,269.17,0.98
CUST_00785,43,Male,Chicago,38403,2023-08-15,2023-12-24,Sports,Brand A,107.15,2,214.3,3,244.9,2.11
CUST_00786,56,Female,Columbus,20000,2024-01-25,2024-02-26,Toys,Brand B,34.22,2,68.44,4,61.75,1.66
CUST_00787,39,Female,Houston,,2024-01-21,2025-01-25,Sports,Brand G,140.78,3,422.34,8,506.26,1.67
CUST_00788,,Male,Los Angeles,30232,2025-02-08,2025-03-11,Automotive,Brand D,121.41,1,121.41,6,109.99,0.62
CUST_00789,25,Other,San Francisco,24288,2025-05-16,2025-06-14,Clothing,Brand E,62.23,5,311.13,4,314.6,0.36
CUST_00790,53,Male,Columbus,46311,2023-06-17,2023-11-02,Home & Garden,Brand C,56.36,2,112.72,7,103.57,2.27
CUST_00791,36,Female,Boston,20000,2025-01-04,2025-02-27,Electronics,Brand E,170.28,4,681.12,3,585.38,0.72
CUST_00792,29,Male,Dallas,31771,2023-12-01,2024-09-14,Home & Garden,Brand F,79.27,3,237.81,4,195.6,1.81
CUST_00793,23,Male,Austin,,2023-07-08,2024-01-18,Books,Brand C,20.96,3,62.88,7,54.85,2.21
CUST_00794,30,Male,San Jose,20695,2024-10-26,2024-12-29,Clothing,Brand C,63.53,1,63.53,7,59.68,0.91
CUST_00795,19,Female,San Jose,40775,2022-10-01,2025-07-09,Beauty,Brand A,39.88,3,119.63,1,124.54,2.98
CUST_00796,62,Male,Fort Worth,66659,2023-08-18,2025-08-17,Home & Garden,Brand B,125.77,1,125.77,3,136.82,2.1
CUST_00797,,Female,San Jose,52663,2024-04-03,2025-03-22,Books,Brand E,10,4,40,3,35.77,1.47
CUST_00798,54,Female,Indianapolis,74217,2023-05-22,2025-01-09,Home & Garden,Brand F,72.73,2,145.45,6,159.56,2.34
CUST_00799,44,Female,Phoenix,40596,2023-04-08,2025-05-17,Toys,Brand E,47.88,2,95.75,5,86.32,2.46
CUST_00800,,Female,Phoenix,30344,2024-02-03,2024-09-05,Automotive,Brand D,138.42,3,415.25,3,414.53,1.64
CUST_00801,,Male,Columbus,27422,2025-03-29,2025-08-26,Electronics,Brand B,230.04,2,460.08,5,398.81,0.49
CUST_00802,18,Female,Boston,,2024-01-26,2024-07-07,Electronics,Brand D,219.67,3,659.01,5,753.26,1.66
CUST_00803,29,Male,Boston,20000,2023-05-08,2024-07-16,Clothing,Brand A,37.65,2,75.3,4,78.31,2.38
CUST_00804,33,Male,Philadelphia,38128,2022-10-21,2025-09-21,Automotive,Brand F,138.31,2,276.63,5,326.53,2.92
CUST_00805,26,Female,Philadelphia,26567,2023-09-27,2025-01-13,Clothing,Brand C,51.6,7,361.21,2,417.9,1.99
CUST_00806,18,Female,Fort Worth,71900,2023-08-24,2024-03-16,Toys,Brand E,34.59,5,172.97,3,186.29,2.08
CUST_00807,32,Female,Los Angeles,55061,2025-07-01,2025-07-16,Toys,Brand D,30.83,4,123.33,4,115.09,0.23
CUST_00808,40,Male,San Antonio,48417,2024-01-23,2025-04-18,Electronics,Brand F,243.81,5,1219.03,2,1160.39,1.67
CUST_00809,37,Female,Indianapolis,25831,2024-06-25,2024-07-24,Sports,Brand C,70.34,3,211.03,3,245.26,1.25
CUST_00810,41,Male,Charlotte,105410,2025-03-19,2025-07-25,Home & Garden,Brand G,115.7,5,578.52,5,609.05,0.51
CUST_00811,43,Male,San Jose,70916,2023-04-29,2023-12-28,Clothing,Brand F,29.88,3,89.65,7,89.33,2.4
CUST_00812,53,Female,Los Angeles,65870,2023-04-11,2024-05-10,Sports,Brand H,58.1,1,58.1,4,47.46,2.45
CUST_00813,29,Male,Austin,27342,2022-12-02,2023-09-25,Automotive,Brand A,71.58,2,143.16,3,141.23,2.81
CUST_00814,37,Female,Chicago,42347,2022-12-18,2023-04-19,Electronics,Brand G,328.56,1,328.56,2,317.4,2.77
CUST_00815,46,Male,Indianapolis,35002,2023-06-13,2024-06-02,Beauty,Brand B,20.75,2,41.5,7,41.37,2.28
CUST_00816,28,Male,Boston,32014,2023-06-13,2023-08-06,Electronics,Brand A,348.38,1,348.38,5,347.45,2.28
CUST_00817,30,Male,Charlotte,23711,2025-06-09,2025-07-19,Home & Garden,Brand E,80.81,2,161.61,2,178.07,0.29
CUST_00818,48,Female,Charlotte,44167,2023-12-04,2024-12-22,Home & Garden,Brand A,54.8,5,274.01,7,228.46,1.8
CUST_00819,52,Female,Jacksonville,20000,2024-08-28,2025-06-08,Toys,Brand C,47.85,4,191.41,2,164.52,1.07
CUST_00820,48,Female,Charlotte,37710,2024-02-12,2025-08-11,Sports,Brand F,110.11,4,440.44,3,418.28,1.61
CUST_00821,37,Female,Jacksonville,75383,2025-07-29,2025-09-21,Automotive,Brand A,150.04,4,600.15,7,670.89,0.15
CUST_00822,45,Female,Phoenix,97703,2025-03-16,2025-08-07,Automotive,Brand E,136.95,5,684.76,5,706.04,0.52
CUST_00823,40,Male,Chicago,34733,2025-08-02,2025-08-19,Automotive,Brand B,10,3,30,4,35.63,0.14
CUST_00824,21,Female,Indianapolis,38044,2024-10-13,2025-03-18,Toys,Brand A,51.01,2,102.02,7,103.27,0.94
CUST_00825,42,Female,Jacksonville,,2024-10-25,2024-11-22,Toys,Brand B,41.46,2,82.92,4,85.98,0.91
CUST_00826,23,Female,Columbus,41987,2024-02-14,2024-03-01,Beauty,Brand H,32.82,4,131.28,6,142.24,1.61
CUST_00827,34,Female,San Antonio,40995,2024-04-25,2024-09-23,Automotive,Brand H,209.91,4,839.65,8,766.97,1.41
CUST_00828,38,Female,Indianapolis,,2024-07-29,2025-07-18,Electronics,Brand G,222.37,4,889.48,5,733.72,1.15
CUST_00829,34,Male,San Antonio,27153,2024-07-21,2024-12-07,Beauty,Brand C,21.25,5,106.24,2,118.8,1.17
CUST_00830,40,Male,Austin,33277,2025-07-29,2025-09-04,Automotive,Brand F,93.91,1,93.91,3,79.65,0.15
CUST_00831,37,Other,Indianapolis,37536,2022-09-27,2025-06-21,Beauty,Brand G,31.83,6,190.99,4,214.06,2.99
CUST_00832,44,Male,Columbus,43477,2025-08-15,2025-09-04,Toys,Brand D,37.26,4,149.05,5,147.34,0.11
CUST_00833,59,Female,Charlotte,45694,2022-11-05,2023-07-25,Toys,Brand A,51.42,4,205.7,5,188.54,2.88
CUST_00834,33,Male,Los Angeles,23029,2023-10-01,2024-10-05,Books,Brand E,19.47,4,77.88,6,66.7,1.98
CUST_00835,43,Male,Denver,23008,2023-12-13,2025-05-09,Beauty,Brand F,19.88,2,39.76,2,39.97,1.78
CUST_00836,35,Male,Jacksonville,51643,2022-10-25,2024-12-26,Books,Brand H,16.39,4,65.58,4,56.22,2.91
CUST_00837,25,Female,,41753,2024-06-03,2025-08-18,Sports,Brand F,139.58,1,139.58,6,147.68,1.31
CUST_00838,36,Male,San Antonio,29440,2024-01-31,2024-09-27,Home & Garden,Brand D,62.92,5,314.6,4,288.26,1.65
CUST_00839,,Female,Los Angeles,28308,2023-03-26,2023-12-03,Automotive,Brand C,181.91,3,545.72,5,500.53,2.5
CUST_00840,18,Male,,52398,2023-10-06,2024-09-28,Beauty,Brand F,29.09,4,116.35,4,127.01,1.97
CUST_00841,36,Male,Los Angeles,,2025-05-16,2025-07-26,Automotive,Brand C,173.0,3,519.0,6,556.42,0.36
CUST_00842,34,Male,Indianapolis,26494,2025-04-24,2025-05-30,Automotive,Brand E,112.87,2,225.73,3,251.97,0.42
CUST_00843,35,Female,New York,22812,2022-12-07,2024-06-29,Electronics,Brand E,141.45,1,141.45,3,162.52,2.8
CUST_00844,31,Male,Phoenix,45288,2023-12-16,2024-12-09,Beauty,Brand C,26.44,6,158.65,2,137.62,1.77
CUST_00845,27,Male,San Antonio,28707,2023-01-06,2023-04-10,Home & Garden,Brand G,94.53,3,283.59,5,336.83,2.71
CUST_00846,41,Female,Charlotte,26465,2022-11-02,2023-02-13,Electronics,Brand F,284.37,3,853.12,4,821.96,2.89
CUST_00847,,Male,Boston,20000,2025-04-21,2025-07-14,Beauty,Brand F,18.14,5,90.69,8,92.4,0.42
CUST_00848,42,Male,New York,45734,2025-02-08,2025-08-19,Books,Brand G,12.68,5,63.4,4,51.09,0.62
CUST_00849,36,Female,Austin,45070,2025-04-09,2025-07-26,Sports,Brand G,127.23,3,381.68,5,424.59,0.46
CUST_00850,,Male,Austin,20000,2025-06-05,2025-06-10,Beauty,Brand B,23.35,3,70.06,7,65.15,0.3
CUST_00851,31,Other,San Francisco,20000,2023-02-13,2024-02-23,Beauty,Brand H,30.05,4,120.2,7,143.36,2.61
CUST_00852,18,Male,Denver,60519,2023-10-13,2023-12-15,Electronics,Brand E,249.34,2,498.68,5,509.74,1.95
CUST_00853,50,Male,Seattle,20000,2025-04-07,2025-07-31,Toys,Brand A,40.6,2,81.21,3,74.02,0.46
CUST_00854,18,Female,Indianapolis,55100,2025-04-27,2025-05-15,Sports,Brand A,125.32,3,375.95,4,301.74,0.41
CUST_00855,35,Male,Dallas,,2025-01-25,2025-07-20,Sports,Brand C,60.05,1,60.05,5,57.37,0.66
CUST_00856,57,,,24090,2024-07-22,2024-10-14,Beauty,Brand B,33.97,3,101.9,3,97.27,1.17
CUST_00857,49,Female,Austin,28811,2022-11-05,2022-11-22,Clothing,Brand B,73.79,3,221.36,3,183.75,2.88
CUST_00858,46,Male,Jacksonville,52724,2024-05-08,2024-07-29,Beauty,Brand D,30.64,3,91.91,7,106.85,1.38
CUST_00859,33,Female,Fort Worth,46180,2023-12-26,2024-06-03,Books,Brand F,19.12,4,76.48,2,83.64,1.74
CUST_00860,,Female,San Jose,38419,2022-10-31,2024-04-09,Toys,Brand C,40.56,9,365.04,3,296.08,2.9
CUST_00861,25,Female,Phoenix,31709,2023-01-01,2024-09-16,Automotive,Brand C,177.24,4,708.96,5,767.35,2.73
CUST_00862,29,Female,Chicago,42317,2023-04-06,2025-07-19,Electronics,Brand A,198.3,3,594.9,4,483.76,2.47
CUST_00863,60,Female,Boston,28653,2025-06-28,2025-08-04,Toys,Brand G,67.44,3,202.31,2,165.82,0.24
CUST_00864,24,Male,New York,24590,2023-03-17,2024-12-12,Home & Garden,Brand H,47.95,1,47.95,4,42.91,2.52
CUST_00865,31,Female,Boston,42062,2023-01-15,2023-08-06,Books,Brand A,13.51,3,40.54,4,42.59,2.69
CUST_00866,35,Other,Boston,40736,2024-12-15,2025-07-23,Books,Brand B,10.68,1,10.68,1,12.29,0.77
CUST_00867,29,Male,Houston,103074,2024-12-02,2025-04-16,Books,Brand G,10.74,3,32.22,3,36.58,0.81
CUST_00868,29,Male,San Francisco,30527,2022-11-12,2024-08-23,Clothing,Brand G,58.3,1,58.3,5,50.34,2.86
CUST_00869,36,Female,Houston,20000,2025-04-13,2025-07-19,Sports,Brand B,127.69,2,255.39,3,242.08,0.45
CUST_00870,40,Female,Fort Worth,30592,2022-12-30,2025-08-11,Toys,Brand D,30.73,4,122.92,3,136.11,2.73
CUST_00871,24,Other,Philadelphia,27079,2025-03-13,2025-03-26,Electronics,Brand H,128.27,6,769.59,4,914.6,0.53
CUST_00872,,Female,San Jose,33154,2025-08-23,2025-08-29,Automotive,Brand F,163.98,4,655.9,7,611.61,0.08
CUST_00873,36,Female,Houston,20000,2025-01-22,2025-09-06,Electronics,Brand A,191.82,3,575.46,1,672.1,0.67
CUST_00874,40,Male,Columbus,40568,2024-08-04,2025-04-19,Home & Garden,Brand E,45.83,1,45.83,2,48.14,1.14
CUST_00875,37,,Columbus,20000,2025-08-03,2025-09-22,Automotive,Brand G,126.65,2,253.31,2,232.89,0.14
CUST_00876,24,Male,Dallas,47659,2025-01-05,2025-08-31,Toys,Brand F,59.22,3,177.67,6,191.48,0.71
CUST_00877,,Male,Fort Worth,43195,2025-04-27,2025-07-11,Beauty,Brand B,20.66,3,61.97,3,55.57,0.41
CUST_00878,18,Male,Charlotte,55487,2025-05-12,2025-06-16,Electronics,Brand A,202.06,4,808.23,1,774.45,0.37
CUST_00879,,Male,Phoenix,64372,2024-06-06,2024-09-20,Books,Brand C,10,2,20,4,20.25,1.3
CUST_00880,,Male,Charlotte,45279,2023-06-05,2023-09-26,Toys,Brand D,37.86,2,75.73,3,69.82,2.3
CUST_00881,20,Female,Chicago,,2022-11-29,2023-09-05,Toys,Brand B,45.51,3,136.53,4,125.4,2.82
CUST_00882,26,Female,Charlotte,71223,2022-10-24,2025-07-04,Toys,Brand E,47.56,1,47.56,6,45.63,2.92
CUST_00883,42,Male,Los Angeles,31112,2023-10-28,2024-01-19,Clothing,Brand E,76.77,3,230.31,3,228.73,1.91
CUST_00884,,Female,Phoenix,27383,2025-02-16,2025-05-31,Home & Garden,Brand F,108.26,5,541.32,3,594.4,0.6
CUST_00885,30,Male,Seattle,27337,2022-09-26,2024-10-31,Toys,Brand D,30.83,8,246.6,4,264.13,2.99
CUST_00886,42,Male,Boston,32957,2023-01-13,2023-01-26,Books,Brand H,20.75,7,145.27,3,144.83,2.69
CUST_00887,28,Female,New York,60014,2025-05-30,2025-06-25,Electronics,Brand E,282.49,4,1129.97,3,1346.89,0.32
